"sra_uid","lichen","produced_by","sra_id","bioproject","publication_name"
"17085272","Cladonia rangiferina","New York Botanical Garden","SRR16304089","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085271","Cladonia rangiferina","New York Botanical Garden","SRR16304090","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085270","Cladonia rangiferina","New York Botanical Garden","SRR16304091","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085269","Cladonia rangiferina","New York Botanical Garden","SRR16304092","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085268","Cladonia rangiferina","New York Botanical Garden","SRR16304093","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085267","Cladonia rangiferina","New York Botanical Garden","SRR16304094","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085266","Cladonia rangiferina","New York Botanical Garden","SRR16304095","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085265","Cladonia rangiferina","New York Botanical Garden","SRR16304096","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085264","Cladonia rangiferina","New York Botanical Garden","SRR16304097","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085263","Cladonia rangiferina","New York Botanical Garden","SRR16304098","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085262","Cladonia rangiferina","New York Botanical Garden","SRR16304099","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085261","Cladonia rangiferina","New York Botanical Garden","SRR16304100","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085260","Cladonia submitis","New York Botanical Garden","SRR16304101","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085259","Cladonia submitis","New York Botanical Garden","SRR16304102","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085258","Cladonia rangiferina","New York Botanical Garden","SRR16304103","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085257","Cladonia submitis","New York Botanical Garden","SRR16304104","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085256","Cladonia submitis","New York Botanical Garden","SRR16304105","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085255","Cladonia submitis","New York Botanical Garden","SRR16304106","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085254","Cladonia submitis","New York Botanical Garden","SRR16304107","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085253","Cladonia arbuscula","New York Botanical Garden","SRR16304108","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085252","Cladonia submitis","New York Botanical Garden","SRR16304109","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085251","Cladonia submitis","New York Botanical Garden","SRR16304110","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085250","Cladonia submitis","New York Botanical Garden","SRR16304111","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085249","Cladonia submitis","New York Botanical Garden","SRR16304112","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085248","Cladonia rangiferina","New York Botanical Garden","SRR16304113","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085247","Cladonia rangiferina","New York Botanical Garden","SRR16304114","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"17085246","Cladonia rangiferina","New York Botanical Garden","SRR16304115","PRJNA770763","Hoffman et al. 2023. WARNING: These are included in publication with Lendemer. MAY RESULT IN DUPLICATIONS."
"26266860","lichen metagenome","Royal Botanic Gardens Kew","SRR23143829","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266859","lichen metagenome","Royal Botanic Gardens Kew","SRR23143830","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266858","lichen metagenome","Royal Botanic Gardens Kew","SRR23143831","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266857","lichen metagenome","Royal Botanic Gardens Kew","SRR23143832","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266856","lichen metagenome","Royal Botanic Gardens Kew","SRR23143833","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266855","lichen metagenome","Royal Botanic Gardens Kew","SRR23143834","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266854","lichen metagenome","Royal Botanic Gardens Kew","SRR23143835","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266853","lichen metagenome","Royal Botanic Gardens Kew","SRR23143836","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266852","lichen metagenome","Royal Botanic Gardens Kew","SRR23143837","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266851","lichen metagenome","Royal Botanic Gardens Kew","SRR23143838","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266850","lichen metagenome","Royal Botanic Gardens Kew","SRR23143839","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266849","lichen metagenome","Royal Botanic Gardens Kew","SRR23143840","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266848","lichen metagenome","Royal Botanic Gardens Kew","SRR23143841","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266847","lichen metagenome","Royal Botanic Gardens Kew","SRR23143842","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266846","lichen metagenome","Royal Botanic Gardens Kew","SRR23143843","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266845","lichen metagenome","Royal Botanic Gardens Kew","SRR23143844","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266844","lichen metagenome","Royal Botanic Gardens Kew","SRR23143845","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266843","lichen metagenome","Royal Botanic Gardens Kew","SRR23143846","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266842","lichen metagenome","Royal Botanic Gardens Kew","SRR23143847","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266841","lichen metagenome","Royal Botanic Gardens Kew","SRR23143848","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266840","lichen metagenome","Royal Botanic Gardens Kew","SRR23143849","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266839","lichen metagenome","Royal Botanic Gardens Kew","SRR23143850","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266838","lichen metagenome","Royal Botanic Gardens Kew","SRR23143851","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"26266837","lichen metagenome","Royal Botanic Gardens Kew","SRR23143852","PRJNA783777","Llewellyn et al. 2023 - Metagenomics shines light on the evolution of ""sunscreen"" pigment metabolism in the Teloschistales (lichen-forming ascomycota)."
"14516980","Lasallia pustulata","Senckenberg Gesellschaft fuer Naturforschung","SRR14573778","PRJNA730444","Singh et al. 2021"
"14516979","Lasallia pustulata","Senckenberg Gesellschaft fuer Naturforschung","SRR14573779","PRJNA730444","Singh et al. 2021"
"14516978","Lasallia pustulata","Senckenberg Gesellschaft fuer Naturforschung","SRR14573780","PRJNA730444","Singh et al. 2021"
"14516977","Lasallia pustulata","Senckenberg Gesellschaft fuer Naturforschung","SRR14573781","PRJNA730444","Singh et al. 2021"
"12985038","lichen metagenome","Senckenberg Society for Nature Research","SRR13514075","PRJNA693984","Merges et al. 2021 - Virus diversity in metagenomes of a lichen symbiosis (Umbilicaria phaea): complete viral genomes, putative hosts and elevational distributions."
"12985037","lichen metagenome","Senckenberg Society for Nature Research","SRR13514076","PRJNA693984","Merges et al. 2021 - Virus diversity in metagenomes of a lichen symbiosis (Umbilicaria phaea): complete viral genomes, putative hosts and elevational distributions."
"12985036","lichen metagenome","Senckenberg Society for Nature Research","SRR13514077","PRJNA693984","Merges et al. 2021 - Virus diversity in metagenomes of a lichen symbiosis (Umbilicaria phaea): complete viral genomes, putative hosts and elevational distributions."
"12985035","lichen metagenome","Senckenberg Society for Nature Research","SRR13514078","PRJNA693984","Merges et al. 2021 - Virus diversity in metagenomes of a lichen symbiosis (Umbilicaria phaea): complete viral genomes, putative hosts and elevational distributions."
"12985034","lichen metagenome","Senckenberg Society for Nature Research","SRR13514079","PRJNA693984","Merges et al. 2021 - Virus diversity in metagenomes of a lichen symbiosis (Umbilicaria phaea): complete viral genomes, putative hosts and elevational distributions."
"12985033","lichen metagenome","Senckenberg Society for Nature Research","SRR13514080","PRJNA693984","Merges et al. 2021 - Virus diversity in metagenomes of a lichen symbiosis (Umbilicaria phaea): complete viral genomes, putative hosts and elevational distributions."
"12985032","lichen metagenome","Senckenberg Society for Nature Research","SRR13514081","PRJNA693984","Merges et al. 2021 - Virus diversity in metagenomes of a lichen symbiosis (Umbilicaria phaea): complete viral genomes, putative hosts and elevational distributions."
"12985031","lichen metagenome","Senckenberg Society for Nature Research","SRR13514082","PRJNA693984","Merges et al. 2021 - Virus diversity in metagenomes of a lichen symbiosis (Umbilicaria phaea): complete viral genomes, putative hosts and elevational distributions."
"12985030","lichen metagenome","Senckenberg Society for Nature Research","SRR13514083","PRJNA693984","Merges et al. 2021 - Virus diversity in metagenomes of a lichen symbiosis (Umbilicaria phaea): complete viral genomes, putative hosts and elevational distributions."
"12985029","lichen metagenome","Senckenberg Society for Nature Research","SRR13514084","PRJNA693984","Merges et al. 2021 - Virus diversity in metagenomes of a lichen symbiosis (Umbilicaria phaea): complete viral genomes, putative hosts and elevational distributions."
"12985028","lichen metagenome","Senckenberg Society for Nature Research","SRR13514085","PRJNA693984","Merges et al. 2021 - Virus diversity in metagenomes of a lichen symbiosis (Umbilicaria phaea): complete viral genomes, putative hosts and elevational distributions."
"15784401","lichen metagenome","Severtsov Institute of Ecology and Evolution, Russ","SRR15568737","PRJNA756680","Vecherskii et al. 2022 - Metagenomes of lichens Solorina crocea and Peltigera canina"
"15784428","lichen metagenome","Severtsov Institute of Ecology and Evolution, Russ","SRR15568764","PRJNA756777","Vecherskii et al. 2022 - Metagenomes of lichens Solorina crocea and Peltigera canina"
"13173479","Heterodea muelleri","The Commonwealth Scientific and Industrial Researc","SRR13648946","PRJNA700448","Australian National Herbarium. Single Record"
"14772202","lichen metagenome","The University of Arizona","SRR14766324","PRJNA736066","Ponsero et al. 2021 - Cyanolichen microbiome contains novel viruses that encode genes to promote microbial metabolism."
"14772201","lichen metagenome","The University of Arizona","SRR14766325","PRJNA736066","Ponsero et al. 2021 - Cyanolichen microbiome contains novel viruses that encode genes to promote microbial metabolism."
"17796429","Cladonia stellaris","UNIVERSITY OF HELSINKI","ERR3588817","PRJEB34718","Shishido et al. 2021 - Microbial communities of Cladonia lichens and their biosynthetic gene clusters potentially encoding natural products."
"17796430","Cladonia uncialis subsp. biuncialis","UNIVERSITY OF HELSINKI","ERR3588818","PRJEB34718","Shishido et al. 2021 - Microbial communities of Cladonia lichens and their biosynthetic gene clusters potentially encoding natural products."
"17796431","Cladonia rangiferina subsp. rangiferina","UNIVERSITY OF HELSINKI","ERR3588819","PRJEB34718","Shishido et al. 2021 - Microbial communities of Cladonia lichens and their biosynthetic gene clusters potentially encoding natural products."
"17796432","Cladonia mitis","UNIVERSITY OF HELSINKI","ERR3588820","PRJEB34718","Shishido et al. 2021 - Microbial communities of Cladonia lichens and their biosynthetic gene clusters potentially encoding natural products."
"17796433","Cladonia arbuscula","UNIVERSITY OF HELSINKI","ERR3588821","PRJEB34718","Shishido et al. 2021 - Microbial communities of Cladonia lichens and their biosynthetic gene clusters potentially encoding natural products."
"17796434","Cladonia rangiferina subsp. rangiferina","UNIVERSITY OF HELSINKI","ERR3588822","PRJEB34718","Shishido et al. 2021 - Microbial communities of Cladonia lichens and their biosynthetic gene clusters potentially encoding natural products."
"21643820","Thelocarpon superellum","University of Alberta","SRR19097867","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643819","Sclerophora amabilis","University of Alberta","SRR19097868","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643818","Candelina mexicana","University of Alberta","SRR19097869","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643817","Candelina submexicana","University of Alberta","SRR19097870","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643815","Piccolia ochrophora","University of Alberta","SRR19097872","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643814","Thelocarpon impressellum","University of Alberta","SRR19097873","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643813","Alyxoria varia","University of Alberta","SRR19097874","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643812","Pleopsidium flavum","University of Alberta","SRR19097875","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643810","Chrysothrix sp. TS-e1954","University of Alberta","SRR19097877","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643809","Pycnora praestabilis","University of Alberta","SRR19097878","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643808","Phylliscum demangeonii","University of Alberta","SRR19097879","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643807","Sarcosagium campestre","University of Alberta","SRR19097880","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643806","Vezdaea acicularis","University of Alberta","SRR19097881","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643805","Watsoniomyces obsoletus","University of Alberta","SRR19097882","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643804","Bathelium mastoideum","University of Alberta","SRR19097883","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643803","Bathelium mastoideum","University of Alberta","SRR19097884","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643802","Bogoriella megaspora","University of Alberta","SRR19097885","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643799","Caeruleum heppii","University of Alberta","SRR19097888","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643798","Peltula sp. TS41687","University of Alberta","SRR19097889","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643797","Lichina confinis","University of Alberta","SRR19097890","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643796","Vezdaea aestivalis","University of Alberta","SRR19097891","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643794","Candelaria pacifica","University of Alberta","SRR19097893","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"21643793","Chaenotheca gracillima","University of Alberta","SRR19097894","PRJNA833438","Diaz-Escandon et al. 2022. Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes"
"20283149","Lobaria immixta","University of Graz","SRR18162809","PRJNA795879","Resl et al. 2022. Our lab."
"20283142","Icmadophila ericetorum","University of Graz","SRR18162816","PRJNA795879","Resl et al. 2022. Our lab."
"20283132","Stictis urceolata","University of Graz","SRR18162826","PRJNA795879","Resl et al. 2022. Our lab."
"20283130","Sticta canariensis","University of Graz","SRR18162828","PRJNA795879","Resl et al. 2022. Our lab."
"20283129","Sticta canariensis","University of Graz","SRR18162829","PRJNA795879","Resl et al. 2022. Our lab."
"20283128","Sticta canariensis","University of Graz","SRR18162830","PRJNA795879","Resl et al. 2022. Our lab."
"20283124","Pseudocyphellaria aurata","University of Graz","SRR18162834","PRJNA795879","Resl et al. 2022. Our lab."
"20283123","Peltigera leucophlebia","University of Graz","SRR18162835","PRJNA795879","Resl et al. 2022. Our lab."
"20283122","Peltigera leucophlebia","University of Graz","SRR18162836","PRJNA795879","Resl et al. 2022. Our lab."
"20283121","Peltigera leucophlebia","University of Graz","SRR18162837","PRJNA795879","Resl et al. 2022. Our lab."
"22916248","Rinodina moziana var. moziana","africa centre of excellence, centre for oil field ","ERR9935909","PRJEB53529","listed as metagenome, with lichen species name. But little additional information included."
