bin,median_cov
cov_public_SRR11456919_metawrap_bin.9.fa,7.0
cov_public_SRR11456921_concoct_merged.0.fa,111.0
cov_public_SRR11456921_metabat2_merged.0.fa,114.0
cov_public_SRR11456921_metawrap_bin.10.fa,13.0
cov_public_SRR11456921_metawrap_bin.11.fa,17.0
cov_public_SRR11456921_metawrap_bin.12.fa,25.0
cov_public_SRR11456921_metawrap_bin.13.fa,8.0
cov_public_SRR11456921_metawrap_bin.14.fa,17.0
cov_public_SRR11456921_metawrap_bin.15.fa,6.0
cov_public_SRR11456921_metawrap_bin.16.fa,10.0
cov_public_SRR11456921_metawrap_bin.17.fa,6.0
cov_public_SRR11456921_metawrap_bin.18.fa,30.0
cov_public_SRR11456921_metawrap_bin.19.fa,33.0
cov_public_SRR11456921_metawrap_bin.1.fa,7.0
cov_public_SRR11456921_metawrap_bin.20.fa,21.0
cov_public_SRR11456921_metawrap_bin.21.fa,7.0
cov_public_SRR11456921_metawrap_bin.22.fa,5.0
cov_public_SRR11456921_metawrap_bin.23.fa,14.0
cov_public_SRR11456921_metawrap_bin.24.fa,8.0
cov_public_SRR11456921_metawrap_bin.25.fa,12.0
cov_public_SRR11456921_metawrap_bin.2.fa,10.0
cov_public_SRR11456921_metawrap_bin.3.fa,252.0
cov_public_SRR11456921_metawrap_bin.4.fa,5.0
cov_public_SRR11456921_metawrap_bin.5.fa,8.0
cov_public_SRR11456921_metawrap_bin.6.fa,24.0
cov_public_SRR11456921_metawrap_bin.7.fa,36.0
cov_public_SRR11456921_metawrap_bin.8.fa,9.0
cov_public_SRR11456921_metawrap_bin.9.fa,16.0
cov_public_SRR11456922_metabat2_merged.1.fa,25.0
cov_public_SRR11456922_metawrap_bin.10.fa,378.0
cov_public_SRR11456922_metawrap_bin.1.fa,27.0
cov_public_SRR11456922_metawrap_bin.2.fa,24.0
cov_public_SRR11456922_metawrap_bin.3.fa,14.0
cov_public_SRR11456922_metawrap_bin.4.fa,13.0
cov_public_SRR11456922_metawrap_bin.5.fa,7.0
cov_public_SRR11456922_metawrap_bin.6.fa,39.0
cov_public_SRR11456922_metawrap_bin.7.fa,9.0
cov_public_SRR11456922_metawrap_bin.8.fa,18.0
cov_public_SRR11456922_metawrap_bin.9.fa,18.0
cov_public_SRR11456923_metabat2_merged.0.fa,24.0
cov_public_SRR11456923_metawrap_bin.1.fa,5.0
cov_public_SRR11456923_metawrap_bin.2.fa,8.0
cov_public_SRR11456923_metawrap_bin.3.fa,12.0
cov_public_SRR11456923_metawrap_bin.4.fa,10.0
cov_public_SRR11456923_metawrap_bin.5.fa,8.0
cov_public_SRR11456923_metawrap_bin.6.fa,27.0
cov_public_SRR11456923_metawrap_bin.7.fa,215.0
cov_public_SRR12240174_metabat2_bin.2.fa,8.0
cov_public_SRR12240174_metawrap_bin.1.fa,7.0
cov_public_SRR12240174_metawrap_bin.2.fa,5.0
cov_public_SRR12240174_metawrap_bin.3.fa,10.0
cov_public_SRR12240175_concoct_merged.0.fa,11.0
cov_public_SRR12240177_metabat2_bin.4.fa,21.0
cov_public_SRR12240177_metawrap_bin.1.fa,4.0
cov_public_SRR12240177_metawrap_bin.2.fa,8.0
cov_public_SRR12240177_metawrap_bin.3.fa,5.0
cov_public_SRR12240178_metabat2_bin.6.fa,14.0
cov_public_SRR12240179_concoct_bin.1.fa,21.0
cov_public_SRR12240179_metawrap_bin.1.fa,6.0
cov_public_SRR12240179_metawrap_bin.2.fa,9.0
cov_public_SRR12240179_metawrap_bin.3.fa,8.0
cov_public_SRR12240180_concoct_bin.4.fa,45.0
cov_public_SRR12240180_metawrap_bin.1.fa,8.0
cov_public_SRR12240180_metawrap_bin.2.fa,5.0
cov_public_SRR12240180_metawrap_bin.3.fa,4.0
cov_public_SRR12240181_metabat2_bin.5.fa,18.0
cov_public_SRR12240181_metawrap_bin.1.fa,15.0
cov_public_SRR12240181_metawrap_bin.2.fa,20.0
cov_public_SRR12240181_metawrap_bin.3.fa,8.0
cov_public_SRR12240182_metabat2_bin.7.fa,19.0
cov_public_SRR12240182_metawrap_bin.1.fa,14.0
cov_public_SRR12240182_metawrap_bin.2.fa,7.0
cov_public_SRR12240182_metawrap_bin.3.fa,10.0
cov_public_SRR12240182_metawrap_bin.4.fa,9.0
cov_public_SRR12240183_metabat2_bin.10.fa,30.0
cov_public_SRR12240183_metawrap_bin.1.fa,6.0
cov_public_SRR12240183_metawrap_bin.2.fa,10.0
cov_public_SRR12240183_metawrap_bin.3.fa,5.0
cov_public_SRR12240183_metawrap_bin.4.fa,6.0
cov_public_SRR12240184_concoct_bin.17.fa,4.0
cov_public_SRR12240184_metawrap_bin.1.fa,4.0
cov_public_SRR12240184_metawrap_bin.2.fa,6.0
cov_public_SRR12240184_metawrap_bin.3.fa,9.0
cov_public_SRR12240184_metawrap_bin.4.fa,7.0
cov_public_SRR12240184_metawrap_bin.5.fa,9.0
cov_public_SRR12240185_concoct_bin.1.fa,44.0
cov_public_SRR12240187_metabat2_bin.8.fa,13.0
cov_public_SRR12240187_metawrap_bin.1.fa,7.0
cov_public_SRR12240188_concoct_bin.1.fa,21.0
cov_public_SRR12240188_metawrap_bin.1.fa,5.0
cov_public_SRR12240188_metawrap_bin.2.fa,5.0
cov_public_SRR13125477_concoct_bin.14.fa,266.0
cov_public_SRR13125477_metabat2_bin.13.fa,6.0
cov_public_SRR13125477_metawrap_bin.1.fa,10.0
cov_public_SRR13125477_metawrap_bin.2.fa,18.0
cov_public_SRR13125477_metawrap_bin.3.fa,7.0
cov_public_SRR13125477_metawrap_bin.4.fa,6.0
cov_public_SRR13125477_metawrap_bin.5.fa,26.0
cov_public_SRR13125762_concoct_bin.37.fa,158.0
cov_public_SRR13125762_concoct_merged.0.fa,6.0
cov_public_SRR13125985_concoct_bin.8.fa,9.0
cov_public_SRR13126647_concoct_merged.0.fa,5.0
cov_public_SRR13126796_metabat2_bin.1.fa,8.0
cov_public_SRR13126796_metawrap_bin.1.fa,7.0
cov_public_SRR13126828_metabat2_bin.1.fa,9.0
cov_public_SRR13126859_metabat2_bin.7.fa,33.0
cov_public_SRR13126859_metawrap_bin.1.fa,20.0
cov_public_SRR13126859_metawrap_bin.2.fa,13.0
cov_public_SRR13126859_metawrap_bin.3.fa,6.0
cov_public_SRR13167197_metabat2_bin.1.fa,10.0
cov_public_SRR13685140_metabat2_bin.1.fa,30.0
cov_public_SRR13685154_metabat2_bin.1.fa,14.0
cov_public_SRR13685157_metabat2_bin.1.fa,4.0
cov_public_SRR13685158_concoct_merged.0.fa,10.0
cov_public_SRR13685159_concoct_merged.0.fa,6.0
cov_public_SRR13685161_metabat2_bin.1.fa,8.0
cov_public_SRR13685162_metabat2_bin.2.fa,7.0
cov_public_SRR13685164_concoct_bin.7.fa,13.0
cov_public_SRR13685165_metabat2_bin.3.fa,9.0
cov_public_SRR13685165_metawrap_bin.1.fa,12.0
cov_public_SRR14721922_metabat2_bin.4.fa,13.0
cov_public_SRR14721923_metabat2_bin.2.fa,17.0
cov_public_SRR14721924_metawrap_bin.1.fa,6.0
cov_public_SRR14721924_metawrap_bin.2.fa,5.0
cov_public_SRR14721925_concoct_bin.8.fa,19.0
cov_public_SRR14721926_metabat2_bin.3.fa,30.0
cov_public_SRR14721927_metabat2_bin.2.fa,17.0
cov_public_SRR14721928_metawrap_bin.1.fa,12.0
cov_public_SRR14721929_concoct_bin.20.fa,6.0
cov_public_SRR14721929_metabat2_bin.13.fa,53.0
cov_public_SRR14721929_metawrap_bin.1.fa,12.0
cov_public_SRR14721929_metawrap_bin.2.fa,7.0
cov_public_SRR14721930_metawrap_bin.1.fa,9.0
cov_public_SRR14721931_concoct_merged.0.fa,5.0
cov_public_SRR14721932_concoct_bin.34.fa,26.0
cov_public_SRR14721933_metabat2_bin.1.fa,30.0
cov_public_SRR14721935_metabat2_bin.5.fa,12.0
cov_public_SRR14721936_concoct_merged.0.fa,5.0
cov_public_SRR14721936_metawrap_bin.1.fa,4.0
cov_public_SRR14721937_metabat2_bin.4.fa,10.0
cov_public_SRR14721937_metawrap_bin.1.fa,6.0
cov_public_SRR14721938_metawrap_bin.1.fa,10.0
cov_public_SRR14721939_concoct_merged.0.fa,6.0
cov_public_SRR14721939_metawrap_bin.1.fa,7.0
cov_public_SRR14721941_concoct_bin.5.fa,18.0
cov_public_SRR14721941_metawrap_bin.1.fa,10.0
cov_public_SRR14721941_metawrap_bin.2.fa,13.0
cov_public_SRR14721942_metabat2_bin.2.fa,24.0
cov_public_SRR14721943_metabat2_bin.1.fa,23.0
cov_public_SRR14721944_concoct_merged.0.fa,8.0
cov_public_SRR14721944_metawrap_bin.1.fa,12.0
cov_public_SRR14721944_metawrap_bin.2.fa,7.0
cov_public_SRR14721945_metabat2_bin.3.fa,42.0
cov_public_SRR14721946_metabat2_bin.2.fa,28.0
cov_public_SRR14721947_metabat2_bin.6.fa,35.0
cov_public_SRR14721948_concoct_merged.0.fa,28.0
cov_public_SRR14721949_concoct_bin.4.fa,25.0
cov_public_SRR14721950_metabat2_bin.6.fa,21.0
cov_public_SRR14721950_metawrap_bin.1.fa,5.0
cov_public_SRR14721950_metawrap_bin.2.fa,7.0
cov_public_SRR14721952_concoct_merged.0.fa,12.0
cov_public_SRR14721952_metawrap_bin.1.fa,5.0
cov_public_SRR14721953_concoct_bin.46.fa,5.0
cov_public_SRR14721953_metawrap_bin.1.fa,23.0
cov_public_SRR14721954_metabat2_bin.3.fa,6.0
cov_public_SRR14721954_metawrap_bin.1.fa,6.0
cov_public_SRR14721954_metawrap_bin.2.fa,6.0
cov_public_SRR14721954_metawrap_bin.3.fa,5.0
cov_public_SRR14721954_metawrap_bin.4.fa,32.0
cov_public_SRR14721955_metawrap_bin.1.fa,5.0
cov_public_SRR14721955_metawrap_bin.2.fa,5.0
cov_public_SRR14721956_metabat2_bin.3.fa,8.0
cov_public_SRR14721956_metawrap_bin.1.fa,5.0
cov_public_SRR14721957_metabat2_bin.1.fa,6.0
cov_public_SRR14721957_metawrap_bin.1.fa,13.0
cov_public_SRR14721957_metawrap_bin.2.fa,6.0
cov_public_SRR14721957_metawrap_bin.3.fa,8.0
cov_public_SRR14721957_metawrap_bin.4.fa,46.0
cov_public_SRR14721959_metabat2_bin.2.fa,33.0
cov_public_SRR14721960_metabat2_bin.2.fa,10.0
cov_public_SRR14721960_metawrap_bin.1.fa,9.0
cov_public_SRR14721960_metawrap_bin.2.fa,8.0
cov_public_SRR14721961_concoct_bin.1.fa,5.0
cov_public_SRR14721962_metabat2_bin.6.fa,24.0
cov_public_SRR14721962_metawrap_bin.1.fa,6.0
cov_public_SRR14721962_metawrap_bin.2.fa,6.0
cov_public_SRR14721964_metabat2_bin.3.fa,12.0
cov_public_SRR14721964_metawrap_bin.1.fa,5.0
cov_public_SRR14721964_metawrap_bin.2.fa,21.0
cov_public_SRR14721964_metawrap_bin.3.fa,5.0
cov_public_SRR14721965_metabat2_bin.1.fa,18.0
cov_public_SRR14721966_metabat2_bin.6.fa,42.0
cov_public_SRR14721966_metawrap_bin.1.fa,48.0
cov_public_SRR14721966_metawrap_bin.2.fa,8.0
cov_public_SRR14721966_metawrap_bin.3.fa,9.0
cov_public_SRR14721966_metawrap_bin.4.fa,15.0
cov_public_SRR14721968_concoct_bin.6.fa,7.0
cov_public_SRR14721968_metawrap_bin.1.fa,16.0
cov_public_SRR14721970_metabat2_bin.1.fa,16.0
cov_public_SRR14721971_concoct_merged.0.fa,7.0
cov_public_SRR14721971_metawrap_bin.1.fa,7.0
cov_public_SRR14721972_metawrap_bin.1.fa,8.0
cov_public_SRR14721973_metabat2_bin.2.fa,6.0
cov_public_SRR14721974_metabat2_bin.1.fa,11.0
cov_public_SRR14721977_metabat2_bin.1.fa,6.0
cov_public_SRR14721978_concoct_merged.0.fa,21.0
cov_public_SRR14721979_metabat2_bin.1.fa,12.0
cov_public_SRR14721980_metabat2_bin.4.fa,19.0
cov_public_SRR14721980_metawrap_bin.1.fa,5.0
cov_public_SRR14721980_metawrap_bin.2.fa,8.0
cov_public_SRR14721982_metabat2_bin.3.fa,19.0
cov_public_SRR14721983_metabat2_bin.1.fa,21.0
cov_public_SRR14721984_concoct_merged.0.fa,10.0
cov_public_SRR14721985_metabat2_bin.4.fa,6.0
cov_public_SRR14721985_metawrap_bin.1.fa,8.0
cov_public_SRR14721985_metawrap_bin.2.fa,29.0
cov_public_SRR14721986_metabat2_bin.4.fa,21.0
cov_public_SRR14721986_metawrap_bin.1.fa,9.0
cov_public_SRR14721987_metabat2_bin.1.fa,11.0
cov_public_SRR14721987_metawrap_bin.1.fa,13.0
cov_public_SRR14721990_metabat2_bin.6.fa,14.0
cov_public_SRR14721991_concoct_merged.0.fa,6.0
cov_public_SRR14721992_concoct_merged.0.fa,5.0
cov_public_SRR14721993_concoct_bin.5.fa,12.0
cov_public_SRR14721995_metabat2_bin.4.fa,9.0
cov_public_SRR14721996_metabat2_bin.8.fa,10.0
cov_public_SRR14721996_metawrap_bin.1.fa,7.0
cov_public_SRR14721996_metawrap_bin.2.fa,6.0
cov_public_SRR14721997_metabat2_bin.1.fa,10.0
cov_public_SRR14721998_metawrap_bin.1.fa,5.0
cov_public_SRR14721999_concoct_bin.2.fa,20.0
cov_public_SRR14721999_metawrap_bin.1.fa,5.0
cov_public_SRR14722000_concoct_merged.0.fa,7.0
cov_public_SRR14722002_metabat2_bin.2.fa,14.0
cov_public_SRR14722003_metabat2_bin.1.fa,18.0
cov_public_SRR14722004_metabat2_bin.1.fa,9.0
cov_public_SRR14722005_metabat2_bin.1.fa,10.0
cov_public_SRR14722006_metabat2_bin.2.fa,8.0
cov_public_SRR14722007_metabat2_bin.10.fa,11.0
cov_public_SRR14722007_metawrap_bin.1.fa,4.0
cov_public_SRR14722007_metawrap_bin.2.fa,9.0
cov_public_SRR14722007_metawrap_bin.3.fa,4.0
cov_public_SRR14722007_metawrap_bin.4.fa,16.0
cov_public_SRR14722007_metawrap_bin.5.fa,10.0
cov_public_SRR14722008_metawrap_bin.1.fa,4.0
cov_public_SRR14722008_metawrap_bin.2.fa,9.0
cov_public_SRR14722009_concoct_bin.5.fa,25.0
cov_public_SRR14722010_metabat2_bin.2.fa,10.0
cov_public_SRR14722012_metabat2_bin.2.fa,15.0
cov_public_SRR14722013_metabat2_bin.2.fa,21.0
cov_public_SRR14722014_metabat2_bin.1.fa,17.0
cov_public_SRR14722015_metabat2_bin.2.fa,5.0
cov_public_SRR14722015_metawrap_bin.1.fa,22.0
cov_public_SRR14722016_metabat2_bin.3.fa,9.0
cov_public_SRR14722017_metabat2_bin.2.fa,18.0
cov_public_SRR14722018_metabat2_bin.2.fa,7.0
cov_public_SRR14722019_concoct_merged.0.fa,6.0
cov_public_SRR14722019_metawrap_bin.1.fa,49.0
cov_public_SRR14722020_concoct_merged.0.fa,6.0
cov_public_SRR14722021_metabat2_bin.1.fa,9.0
cov_public_SRR14722022_concoct_bin.14.fa,16.0
cov_public_SRR14722022_metawrap_bin.1.fa,7.0
cov_public_SRR14722023_metabat2_bin.5.fa,21.0
cov_public_SRR14722024_concoct_bin.3.fa,14.0
cov_public_SRR14722026_metabat2_bin.4.fa,15.0
cov_public_SRR14722026_metawrap_bin.1.fa,8.0
cov_public_SRR14722028_metabat2_bin.1.fa,8.0
cov_public_SRR14722031_metabat2_bin.3.fa,21.0
cov_public_SRR14722031_metawrap_bin.1.fa,4.0
cov_public_SRR14722032_metabat2_bin.2.fa,26.0
cov_public_SRR14722033_concoct_bin.2.fa,30.0
cov_public_SRR14722034_metabat2_bin.1.fa,19.0
cov_public_SRR14722036_metabat2_bin.1.fa,9.0
cov_public_SRR14722037_metabat2_bin.2.fa,30.0
cov_public_SRR14722038_metabat2_bin.1.fa,21.0
cov_public_SRR14722039_metabat2_bin.7.fa,14.0
cov_public_SRR14722039_metawrap_bin.1.fa,6.0
cov_public_SRR14722041_metabat2_bin.10.fa,18.0
cov_public_SRR14722041_metawrap_bin.1.fa,9.0
cov_public_SRR14722041_metawrap_bin.2.fa,18.0
cov_public_SRR14722041_metawrap_bin.3.fa,11.0
cov_public_SRR14722041_metawrap_bin.4.fa,5.0
cov_public_SRR14722042_metabat2_bin.4.fa,4.0
cov_public_SRR14722042_metabat2_bin.6.fa,11.0
cov_public_SRR14722042_metawrap_bin.1.fa,8.0
cov_public_SRR14722042_metawrap_bin.2.fa,6.0
cov_public_SRR14722042_metawrap_bin.3.fa,6.0
cov_public_SRR14722043_metabat2_bin.3.fa,4.0
cov_public_SRR14722043_metawrap_bin.1.fa,7.0
cov_public_SRR14722046_concoct_bin.7.fa,22.0
cov_public_SRR14722046_metawrap_bin.1.fa,17.0
cov_public_SRR14722046_metawrap_bin.2.fa,15.0
cov_public_SRR14722047_metabat2_bin.3.fa,10.0
cov_public_SRR14722048_metawrap_bin.1.fa,13.0
cov_public_SRR14722049_concoct_bin.8.fa,46.0
cov_public_SRR14722049_metawrap_bin.1.fa,9.0
cov_public_SRR14722049_metawrap_bin.2.fa,8.0
cov_public_SRR14722049_metawrap_bin.3.fa,10.0
cov_public_SRR14722049_metawrap_bin.4.fa,12.0
cov_public_SRR14722050_metabat2_bin.2.fa,11.0
cov_public_SRR14722050_metawrap_bin.1.fa,36.0
cov_public_SRR14722050_metawrap_bin.2.fa,73.0
cov_public_SRR14722050_metawrap_bin.3.fa,13.0
cov_public_SRR14722051_metabat2_bin.4.fa,14.0
cov_public_SRR14722051_metawrap_bin.1.fa,9.0
cov_public_SRR14722051_metawrap_bin.2.fa,9.0
cov_public_SRR14722054_metabat2_bin.5.fa,6.0
cov_public_SRR14722054_metawrap_bin.1.fa,4.0
cov_public_SRR14722054_metawrap_bin.2.fa,6.0
cov_public_SRR14722056_metabat2_bin.4.fa,25.0
cov_public_SRR14722057_concoct_merged.0.fa,27.0
cov_public_SRR14722058_metabat2_bin.4.fa,17.0
cov_public_SRR14722058_metawrap_bin.1.fa,6.0
cov_public_SRR14722058_metawrap_bin.2.fa,5.0
cov_public_SRR14722061_metabat2_bin.1.fa,19.0
cov_public_SRR14722061_metawrap_bin.1.fa,8.0
cov_public_SRR14722062_metabat2_bin.2.fa,11.0
cov_public_SRR14722062_metawrap_bin.1.fa,7.0
cov_public_SRR14722062_metawrap_bin.2.fa,20.0
cov_public_SRR14722063_concoct_bin.10.fa,8.0
cov_public_SRR14722064_metabat2_bin.6.fa,22.0
cov_public_SRR14722065_metabat2_bin.6.fa,50.0
cov_public_SRR14722065_metawrap_bin.1.fa,4.0
cov_public_SRR14722066_metabat2_bin.7.fa,7.0
cov_public_SRR14722066_metawrap_bin.1.fa,9.0
cov_public_SRR14722067_metabat2_bin.1.fa,4.0
cov_public_SRR14722067_metabat2_bin.8.fa,10.0
cov_public_SRR14722067_metawrap_bin.1.fa,10.0
cov_public_SRR14722068_metabat2_bin.3.fa,14.0
cov_public_SRR14722071_metawrap_bin.1.fa,27.0
cov_public_SRR14722071_metawrap_bin.2.fa,6.0
cov_public_SRR14722071_metawrap_bin.3.fa,5.0
cov_public_SRR14722071_metawrap_bin.4.fa,18.0
cov_public_SRR14722071_metawrap_bin.5.fa,13.0
cov_public_SRR14722071_metawrap_bin.6.fa,5.0
cov_public_SRR14722072_concoct_merged.0.fa,7.0
cov_public_SRR14722077_concoct_merged.0.fa,6.0
cov_public_SRR14722078_concoct_bin.17.fa,24.0
cov_public_SRR14722078_metawrap_bin.1.fa,12.0
cov_public_SRR14722078_metawrap_bin.2.fa,4.0
cov_public_SRR14722078_metawrap_bin.4.fa,17.0
cov_public_SRR14722078_metawrap_bin.5.fa,4.0
cov_public_SRR14722078_metawrap_bin.6.fa,7.0
cov_public_SRR14722078_metawrap_bin.7.fa,4.0
cov_public_SRR14722080_concoct_merged.0.fa,5.0
cov_public_SRR14722080_metabat2_bin.1.fa,29.0
cov_public_SRR14722081_metabat2_bin.3.fa,13.0
cov_public_SRR14722081_metawrap_bin.1.fa,5.0
cov_public_SRR14722081_metawrap_bin.2.fa,10.0
cov_public_SRR14722082_metabat2_bin.6.fa,21.0
cov_public_SRR14722082_metawrap_bin.1.fa,5.0
cov_public_SRR14722082_metawrap_bin.2.fa,5.0
cov_public_SRR14722083_concoct_bin.1.fa,5.0
cov_public_SRR14722083_concoct_bin.22.fa,32.0
cov_public_SRR14722083_metawrap_bin.1.fa,4.0
cov_public_SRR14722083_metawrap_bin.2.fa,6.0
cov_public_SRR14722084_metabat2_bin.3.fa,29.0
cov_public_SRR14722085_metabat2_bin.6.fa,36.0
cov_public_SRR14722085_metawrap_bin.1.fa,4.0
cov_public_SRR14722085_metawrap_bin.2.fa,5.0
cov_public_SRR14722086_metabat2_bin.14.fa,23.0
cov_public_SRR14722086_metawrap_bin.10.fa,4.0
cov_public_SRR14722086_metawrap_bin.11.fa,12.0
cov_public_SRR14722086_metawrap_bin.12.fa,4.0
cov_public_SRR14722086_metawrap_bin.1.fa,10.0
cov_public_SRR14722086_metawrap_bin.2.fa,14.0
cov_public_SRR14722086_metawrap_bin.3.fa,12.0
cov_public_SRR14722086_metawrap_bin.4.fa,51.0
cov_public_SRR14722086_metawrap_bin.5.fa,7.0
cov_public_SRR14722086_metawrap_bin.6.fa,24.0
cov_public_SRR14722086_metawrap_bin.7.fa,6.0
cov_public_SRR14722086_metawrap_bin.8.fa,12.0
cov_public_SRR14722086_metawrap_bin.9.fa,7.0
cov_public_SRR14722087_metabat2_bin.6.fa,7.0
cov_public_SRR14722087_metawrap_bin.1.fa,19.0
cov_public_SRR14722087_metawrap_bin.2.fa,5.0
cov_public_SRR14722087_metawrap_bin.3.fa,4.0
cov_public_SRR14722087_metawrap_bin.4.fa,4.0
cov_public_SRR14722088_concoct_bin.14.fa,31.0
cov_public_SRR14722088_metawrap_bin.1.fa,7.0
cov_public_SRR14722088_metawrap_bin.2.fa,20.0
cov_public_SRR14722088_metawrap_bin.3.fa,6.0
cov_public_SRR14722088_metawrap_bin.4.fa,7.0
cov_public_SRR14722088_metawrap_bin.5.fa,10.0
cov_public_SRR14722088_metawrap_bin.6.fa,4.0
cov_public_SRR14722088_metawrap_bin.7.fa,9.0
cov_public_SRR14722090_metabat2_bin.14.fa,50.0
cov_public_SRR14722090_metawrap_bin.1.fa,4.0
cov_public_SRR14722090_metawrap_bin.2.fa,13.0
cov_public_SRR14722090_metawrap_bin.3.fa,9.0
cov_public_SRR14722090_metawrap_bin.4.fa,25.0
cov_public_SRR14722090_metawrap_bin.5.fa,4.0
cov_public_SRR14722090_metawrap_bin.6.fa,6.0
cov_public_SRR14722092_concoct_merged.0.fa,6.0
cov_public_SRR14722094_metabat2_bin.10.fa,29.0
cov_public_SRR14722094_metawrap_bin.1.fa,5.0
cov_public_SRR14722094_metawrap_bin.2.fa,4.0
cov_public_SRR14722095_metabat2_bin.7.fa,31.0
cov_public_SRR14722095_metawrap_bin.1.fa,24.0
cov_public_SRR14722095_metawrap_bin.2.fa,11.0
cov_public_SRR14722095_metawrap_bin.3.fa,9.0
cov_public_SRR14722098_metabat2_bin.9.fa,29.0
cov_public_SRR14722098_metawrap_bin.1.fa,6.0
cov_public_SRR14722098_metawrap_bin.2.fa,4.0
cov_public_SRR14722098_metawrap_bin.3.fa,6.0
cov_public_SRR14722098_metawrap_bin.4.fa,19.0
cov_public_SRR14722098_metawrap_bin.5.fa,10.0
cov_public_SRR14722098_metawrap_bin.6.fa,4.0
cov_public_SRR14722099_metabat2_bin.1.fa,7.0
cov_public_SRR14722101_metabat2_bin.2.fa,23.0
cov_public_SRR14722101_metawrap_bin.1.fa,6.0
cov_public_SRR14722101_metawrap_bin.2.fa,4.0
cov_public_SRR14722101_metawrap_bin.3.fa,5.0
cov_public_SRR14722101_metawrap_bin.4.fa,5.0
