genome,score
public_SRR14721953_concoct_bin.46.fa,57.99902404835604
public_SRR14722062_metabat2_bin.2.fa,90.55208985936031
public_SRR14721957_metabat2_bin.1.fa,68.18974850830529
public_SRR14722213_metabat2_bin.1.fa,68.6346840539944
public_SRR7232212_concoct_bin.5.fa,64.73217639736427
public_SRR7232214_concoct_bin.7.fa,82.0616694062539
private_X1_concoct_bin.0.fa,76.67894710986225
public_ERR4179390_metabat2_bin.6.fa,85.66118929906993
public_SRR14721962_metabat2_bin.6.fa,76.29342046701751
public_SRR14722031_metabat2_bin.3.fa,89.5157857627642
private_X8_concoct_bin.23.fa,99.60978876214857
public_SRR14722003_metabat2_bin.1.fa,88.74610712370998
private_X11_metabat2_bin.10.fa,93.24888465904577
public_SRR14721982_metabat2_bin.3.fa,98.3087458386454
public_SRR14721932_concoct_bin.34.fa,86.94881701712379
public_SRR14722323_concoct_merged.0.fa,80.74624894142855
private_T1916_concoct_bin.29.fa,100.87960908690164
public_SRR14721966_metabat2_bin.6.fa,95.22741838563958
public_SRR14721971_concoct_merged.0.fa,83.78040003062826
public_SRR14721923_metabat2_bin.2.fa,90.92071400103617
public_SRR14722131_metabat2_bin.1.fa,87.8957308247241
public_SRR14721946_metabat2_bin.2.fa,91.01572205145871
public_SRR14721970_metabat2_bin.1.fa,92.93857658791197
private_VT34_metabat2_bin.11.fa,98.91654388667028
private_X15_concoct_bin.2.fa,96.08758237177148
public_SRR14721983_metabat2_bin.1.fa,94.08468733710203
public_SRR14722012_metabat2_bin.2.fa,95.99005303521426
public_SRR14722327_concoct_bin.11.fa,93.7319375799547
public_SRR14721978_concoct_merged.0.fa,77.69815631683109
public_SRR14722313_metabat2_bin.4.fa,84.6328426821166
public_SRR14722043_metabat2_bin.3.fa,55.774228797141255
public_SRR14722083_concoct_bin.1.fa,84.82640891215479
public_SRR14722233_metabat2_bin.15.fa,95.68271344353073
private_T1914_concoct_bin.19.fa,98.37102561243631
public_SRR14722135_metabat2_bin.8.fa,69.73769598584832
public_SRR14722032_metabat2_bin.2.fa,100.38284269470591
public_SRR14722186_metabat2_bin.3.fa,94.66263835935935
private_T1912_concoct_bin.14.fa,95.32594393608343
public_SRR14722109_metabat2_bin.1.fa,95.91296983990588
public_SRR14721995_metabat2_bin.4.fa,93.57060161965329
public_SRR14721999_concoct_bin.2.fa,85.74131226178949
public_SRR14722159_metabat2_bin.7.fa,85.00957100324581
public_SRR14721944_concoct_merged.0.fa,72.36187243929622
public_SRR14722188_metabat2_bin.28.fa,54.98301219119349
private_X8_metabat2_bin.7.fa,65.39043536626622
public_SRR14721980_metabat2_bin.4.fa,93.2149073478472
public_SRR14722147_concoct_bin.2.fa,97.68382586017422
public_SRR14722147_metabat2_bin.1.fa,55.3801224185213
public_SRR14722307_metabat2_bin.5.fa,85.278014981538
public_SRR14722123_concoct_merged.0.fa,87.18479705258876
public_SRR14722230_metabat2_bin.7.fa,86.7980287978814
public_SRR14721959_metabat2_bin.2.fa,91.01611812017501
public_SRR14722098_metabat2_bin.9.fa,74.09031582740505
public_SRR14722046_concoct_bin.7.fa,93.71092055772766
public_SRR14722165_concoct_bin.25.fa,94.10106257611265
public_SRR14722013_metabat2_bin.2.fa,95.22280313679916
public_SRR14722177_concoct_bin.11.fa,95.2864314071463
public_SRR14722177_concoct_merged.0.fa,69.77999027883916
public_SRR14722185_metabat2_bin.2.fa,95.6280823771614
private_T1867_concoct_bin.8.fa,98.64419509258626
public_SRR14722188_metabat2_bin.25.fa,92.98762860847712
private_T1889_concoct_bin.13.fa,100.40949631610302
public_SRR14722051_metabat2_bin.4.fa,95.17100499967103
public_ERR4179390_metabat2_bin.28.fa,95.97450981896574
public_SRR14722019_concoct_merged.0.fa,84.76471984228358
public_SRR14722112_metabat2_bin.8.fa,96.60905657324358
public_SRR14722113_metabat2_bin.5.fa,94.91982915059323
public_SRR14722175_metabat2_bin.4.fa,85.04292822765454
public_SRR14722130_metabat2_bin.11.fa,90.21924608357497
public_SRR14722154_concoct_bin.10.fa,59.5536486014018
private_T1888_metabat2_bin.52.fa,99.02900893523238
private_T1904_concoct_bin.11.fa,82.67736396604109
public_SRR14722165_concoct_bin.24.fa,100.45265418393207
public_SRR14721968_concoct_bin.6.fa,82.14268059797631
public_SRR14722176_concoct_bin.30.fa,69.7086980143965
public_SRR14721937_metabat2_bin.4.fa,97.66303965578444
public_SRR14721961_concoct_bin.1.fa,56.67730918526659
public_SRR14722308_metabat2_bin.6.fa,90.20768320332334
public_SRR12240185_concoct_bin.1.fa,91.43611390023442
public_SRR14721991_concoct_merged.0.fa,91.29432628681656
public_SRR13685140_metabat2_bin.1.fa,91.45359668092397
public_SRR14722176_metabat2_bin.14.fa,97.02106732661083
public_SRR14722188_concoct_bin.0.fa,95.49164247084946
public_SRR14721931_concoct_merged.0.fa,83.17225991035005
public_SRR14722054_metabat2_bin.5.fa,88.91237434346091
public_SRR12240182_metabat2_bin.7.fa,101.69898306164097
public_SRR14722141_concoct_bin.2.fa,95.25603895674493
public_SRR14722036_metabat2_bin.1.fa,94.06767023831364
public_SRR14722072_concoct_merged.0.fa,86.75100786990886
private_GTX0163_concoct_bin.14.fa,101.57972343166402
public_SRR14721925_concoct_bin.8.fa,94.25551187351412
public_SRR14722138_metabat2_bin.7.fa,98.06112087720294
public_SRR14722005_metabat2_bin.1.fa,92.78285702947042
public_SRR14722305_metabat2_bin.2.fa,94.004379896476
public_SRR14722081_metabat2_bin.3.fa,94.23299362752446
public_SRR14722144_metabat2_bin.3.fa,94.62277019962487
public_SRR14722047_metabat2_bin.3.fa,86.39584632089901
public_SRR13685161_metabat2_bin.1.fa,92.7064976908237
public_SRR14722017_metabat2_bin.2.fa,96.5303063954951
public_SRR14722133_metabat2_bin.2.fa,94.79047669905205
public_SRR14721922_metabat2_bin.4.fa,94.79808149015956
public_SRR14722316_metabat2_bin.4.fa,94.05942653820485
public_SRR12240181_metabat2_bin.5.fa,95.91015279475849
public_SRR12240184_concoct_bin.17.fa,76.9092449111021
private_GTX0158_concoct_bin.31.fa,102.93395856717244
public_SRR13685154_metabat2_bin.1.fa,101.336395138137
public_SRR14722181_concoct_bin.15.fa,99.49082131979301
private_X4_concoct_bin.17.fa,91.96828907801712
private_X5_concoct_bin.21.fa,94.14566052714468
private_T1868_concoct_bin.12.fa,101.7149977564152
private_X13_concoct_bin.5.fa,100.92711930983631
private_T1882_concoct_bin.24.fa,101.64930242926413
public_SRR14722090_metabat2_bin.14.fa,90.24678992833951
private_T1887_metabat2_bin.36.fa,94.0642636120343
private_T1888_metabat2_bin.51.fa,101.35339259258775
public_SRR14722135_concoct_merged.1.fa,90.21252907558603
public_SRR13685157_metabat2_bin.1.fa,67.68806000091865
public_SRR14721960_metabat2_bin.2.fa,94.99489993015925
public_SRR14721964_metabat2_bin.3.fa,88.35296929491328
public_SRR14722050_metabat2_bin.2.fa,87.16260279301753
public_SRR14722064_metabat2_bin.6.fa,89.82458671071274
public_SRR14722157_metabat2_bin.4.fa,91.32210934336962
public_SRR14722164_metabat2_bin.2.fa,85.66293058689422
public_SRR14721941_concoct_bin.5.fa,86.07444017120682
public_SRR14722049_concoct_bin.8.fa,86.8532741769207
public_SRR14721948_concoct_merged.0.fa,93.19675348688916
public_SRR14722065_metabat2_bin.6.fa,91.36469024765597
public_SRR14722159_metabat2_bin.8.fa,88.57489148229148
public_SRR14722160_concoct_bin.3.fa,98.57583570363667
public_SRR14722061_metabat2_bin.1.fa,92.50497186784247
public_SRR14722086_metabat2_bin.14.fa,100.95384835497093
public_SRR14721993_concoct_bin.5.fa,92.42674841380739
public_SRR14722303_metabat2_bin.3.fa,91.63970723077534
public_SRR14722309_metabat2_bin.1.fa,95.05884912678262
public_SRR14722231_metabat2_bin.5.fa,95.98214981965418
public_SRR14722163_concoct_bin.11.fa,86.81596713816633
public_SRR14722080_concoct_merged.0.fa,72.08028314324504
public_SRR14722154_metabat2_bin.3.fa,93.72073804513752
public_SRR14722165_metabat2_bin.16.fa,66.76523121638076
public_SRR14721945_metabat2_bin.3.fa,84.85357833368056
public_SRR14722251_metabat2_bin.1.fa,85.20560718260884
public_SRR14722042_metabat2_bin.6.fa,88.34597589435363
public_SRR14722184_concoct_bin.5.fa,86.5008230390007
public_SRR14722232_concoct_bin.14.fa,91.74901221276654
public_SRR14722274_metabat2_bin.2.fa,95.34117288896965
public_SRR14722324_concoct_bin.1.fa,91.92980263125581
public_SRR14722158_metabat2_bin.9.fa,95.98988876224439
public_SRR14722095_metabat2_bin.7.fa,83.76630850037314
public_SRR2387885_metabat2_bin.15.fa,88.81146731469008
private_T1881_metabat2_bin.5.fa,98.42414511521746
public_SRR14722202_metabat2_bin.2.fa,90.62709270473103
public_SRR14722016_metabat2_bin.3.fa,82.09747730620828
public_SRR14722058_metabat2_bin.4.fa,84.01663001540128
private_X16_concoct_bin.2.fa,98.96919551740537
public_SRR14721950_metabat2_bin.6.fa,92.17303727693779
public_SRR14721977_metabat2_bin.1.fa,56.970358539141195
public_SRR14722125_metabat2_bin.9.fa,89.52581760354394
public_SRR14722213_concoct_bin.9.fa,81.2856543730004
private_T1894_metabat2_bin.4.fa,98.27479503565011
public_SRR1531569_concoct_bin.26.fa,96.7488955469853
public_SRR14722296_metabat2_bin.7.fa,85.9243631184641
public_SRR14722301_metabat2_bin.5.fa,94.61024036242405
public_SRR14722121_metabat2_bin.4.fa,86.02692721002987
public_SRR14722156_concoct_bin.48.fa,53.696873681544936
public_SRR14722080_metabat2_bin.1.fa,85.75546701914219
public_SRR14722103_metabat2_bin.2.fa,91.46567249154106
public_SRR14722057_concoct_merged.0.fa,79.96268168588261
public_SRR14722084_metabat2_bin.3.fa,92.78748519519047
public_SRR14722299_metabat2_bin.9.fa,92.9719095459827
public_SRR14722101_metabat2_bin.2.fa,90.24077231851359
public_SRR14722170_metabat2_bin.4.fa,95.47655701824432
public_SRR14722292_metabat2_bin.5.fa,95.87335196843699
public_SRR14722293_concoct_bin.15.fa,95.26180466820173
public_SRR14722088_concoct_bin.14.fa,96.2506372592251
public_SRR14722171_concoct_bin.7.fa,95.49817428088248
public_SRR14722298_metabat2_bin.8.fa,94.71063812787365
public_SRR14722150_concoct_bin.35.fa,95.62953996993443
public_SRR14722294_metabat2_bin.7.fa,95.59735584757013
public_ERR4179389_metabat2_bin.32.fa,90.11908058178446
public_SRR14722277_metabat2_bin.3.fa,90.8766897013854
public_SRR14722319_metabat2_bin.1.fa,93.16513802303119
public_SRR14721965_metabat2_bin.1.fa,92.72599030231655
public_SRR14722009_concoct_bin.5.fa,86.34821675436379
public_SRR14722087_metabat2_bin.6.fa,86.99570920650403
public_SRR14721936_concoct_merged.0.fa,70.87184461817367
public_SRR14721952_concoct_merged.0.fa,87.54081475423756
public_SRR14722099_metabat2_bin.1.fa,85.26049884621175
public_SRR14722119_metabat2_bin.2.fa,88.72497186784247
public_SRR14722290_metabat2_bin.4.fa,91.42512863469726
public_SRR14722082_metabat2_bin.6.fa,87.49704536121892
public_SRR14722117_metabat2_bin.4.fa,95.03775709188425
public_SRR14721939_concoct_merged.0.fa,80.25039289516387
public_SRR14722066_metabat2_bin.7.fa,85.26883305195491
public_SRR14722167_metabat2_bin.4.fa,94.44123369606554
public_SRR14722018_metabat2_bin.2.fa,57.23949407967184
public_SRR14722272_metabat2_bin.6.fa,93.20164795356203
public_SRR14722041_metabat2_bin.10.fa,89.93690198449707
public_SRR14722275_concoct_merged.0.fa,92.68025380095183
public_SRR14722304_metabat2_bin.6.fa,93.50101169025362
private_T1904_metabat2_bin.21.fa,96.55437504835197
public_SRR14721987_metabat2_bin.1.fa,90.2689477273198
public_SRR11456922_metabat2_merged.1.fa,80.89822695555196
public_SRR11456923_metabat2_merged.0.fa,93.72561757265868
public_SRR11456913_concoct_bin.13.fa,81.12702247801258
public_SRR11456915_metabat2_merged.0.fa,81.14633087763889
public_SRR11456921_concoct_merged.0.fa,83.32488832391255
public_SRR11456921_metabat2_merged.0.fa,95.37034071632117
public_SRR14722320_concoct_bin.17.fa,60.45897202003303
public_SRR11456914_concoct_merged.0.fa,96.49565354762211
public_SRR11456917_metabat2_merged.0.fa,98.21513186351469
public_SRR11456918_metabat2_merged.0.fa,96.81582246953863
public_SRR11456919_metabat2_bin.15.fa,93.15152095482553
public_SRR14722210_metabat2_bin.3.fa,92.93374306903827
public_SRR14722078_concoct_bin.17.fa,98.32688240936304
public_SRR14722229_concoct_bin.24.fa,97.19678388651961
private_X2_concoct_bin.0.fa,97.76953739915204
public_SRR13685162_metabat2_bin.2.fa,91.29238645653982
public_SRR14722034_metabat2_bin.1.fa,95.1296718593447
public_SRR13125762_concoct_bin.37.fa,92.4821821023105
public_SRR14721947_metabat2_bin.6.fa,95.17098231162996
public_SRR14722094_metabat2_bin.10.fa,92.06954542621085
public_SRR13685165_metabat2_bin.3.fa,92.85086594738357
public_SRR14722120_metabat2_bin.1.fa,95.1672982711285
public_SRR14722022_concoct_bin.14.fa,95.88498364917562
public_SRR14722115_concoct_bin.3.fa,95.56432488509068
public_SRR13685164_concoct_bin.7.fa,90.63446952122827
public_SRR14722023_metabat2_bin.5.fa,93.2366658903533
public_SRR14722116_metabat2_bin.14.fa,96.3139939085795
public_SRR14722063_concoct_bin.10.fa,90.57738886598578
public_SRR14722208_metabat2_bin.1.fa,93.9953068516887
public_SRR14722173_concoct_merged.0.fa,95.0985662380045
private_X14_concoct_bin.2.fa,97.56549889367535
public_SRR14721996_metabat2_bin.8.fa,94.05640483270864
public_SRR14722033_concoct_bin.2.fa,96.94118128532311
public_SRR14722129_metabat2_bin.3.fa,97.68221521225608
public_SRR5808932_concoct_bin.35.fa,98.33245946682001
public_SRR7232211_concoct_bin.3.fa,99.95965355372617
public_SRR7232212_metabat2_bin.5.fa,95.30617300059468
public_SRR7232213_concoct_bin.1.fa,99.10348135086869
public_SRR7232214_concoct_bin.6.fa,96.26692909942537
private_VT38_concoct_bin.3.fa,87.60512547586939
private_VT26_concoct_bin.9.fa,93.23123929959482
private_X9_concoct_bin.20.fa,95.70073329836832
public_SRR5808930_metabat2_bin.9.fa,100.65479184662543
public_SRR14722026_metabat2_bin.4.fa,96.1447968991064
public_SRR14722291_concoct_bin.3.fa,92.04699447870507
private_VT15_metabat2_bin.1.fa,99.03611676055736
public_SRR14722124_metabat2_bin.8.fa,92.24026666134675
private_VT12_concoct_bin.10.fa,99.41703222645717
private_VT2_concoct_bin.17.fa,95.69234864943523
private_VT33_concoct_bin.0.fa,94.55248206835914
private_TS1974_concoct_bin.10.fa,101.55321325133274
public_SRR14721985_metabat2_bin.4.fa,87.73078899826093
private_VT1_metabat2_bin.10.fa,89.96249863784504
private_X3_concoct_bin.10.fa,98.5848405307956
public_SRR14722007_metabat2_bin.10.fa,95.0303374032561
public_SRR14722140_metabat2_bin.5.fa,92.13958261091517
private_VT31_metabat2_bin.4.fa,98.54898386844238
public_SRR14722118_metabat2_bin.5.fa,92.90134523702619
private_X1_concoct_bin.13.fa,101.06428845399431
private_X7_concoct_bin.1.fa,98.83506985404036
private_VT19_concoct_bin.7.fa,92.72053767566547
private_X12_concoct_bin.4.fa,86.1801977856669
private_GTX0161_concoct_merged.0.fa,87.92667568381634
private_VT22_concoct_bin.7.fa,89.93770047775693
private_X10_concoct_bin.0.fa,83.80955668173874
public_SRR13125477_concoct_bin.14.fa,99.46734803422956
public_SRR14722132_metabat2_bin.8.fa,87.920895819592
public_SRR14722014_metabat2_bin.1.fa,93.43391409879919
public_SRR14722219_metabat2_bin.6.fa,94.21312028312754
public_SRR14722002_metabat2_bin.2.fa,93.58813779379027
public_SRR14722302_concoct_merged.0.fa,90.18485675239647
public_SRR14721974_metabat2_bin.1.fa,91.65239705519434
public_SRR14722020_concoct_merged.0.fa,82.33708373980755
public_SRR14722021_metabat2_bin.1.fa,90.73978107648699
public_SRR14722325_metabat2_bin.1.fa,89.04613218039415
public_SRR14722289_concoct_bin.0.fa,95.0270121559203
public_SRR14722326_metabat2_bin.1.fa,93.87103497794274
public_SRR14721979_metabat2_bin.1.fa,90.20901530629517
public_SRR14722310_metabat2_bin.3.fa,92.85419334383342
public_SRR14722000_concoct_merged.0.fa,87.13929566341002
public_SRR14722151_metabat2_bin.3.fa,91.27952174980159
public_SRR14721997_metabat2_bin.1.fa,86.67023941282574
public_SRR14722028_metabat2_bin.1.fa,91.11044636814579
public_SRR14722077_concoct_merged.0.fa,86.5885884949432
public_SRR14722139_metabat2_bin.5.fa,95.7041932375812
public_SRR14722329_metabat2_bin.1.fa,93.7846228767138
public_SRR14721943_metabat2_bin.1.fa,95.71208570434524
public_SRR14722068_metabat2_bin.3.fa,94.95499269836118
public_SRR14722108_metabat2_bin.1.fa,93.41987729573846
public_SRR14721956_metabat2_bin.3.fa,89.39051191101579
public_SRR14722174_metabat2_bin.2.fa,92.08752219762921
public_SRR14722166_concoct_bin.2.fa,92.16260042263819
public_SRR14722168_metabat2_bin.6.fa,93.2678716413188
public_SRR14722130_metabat2_bin.9.fa,86.88545340682718
public_SRR14721935_metabat2_bin.5.fa,90.55728881350007
private_VT16_concoct_bin.11.fa,98.73695727387404
public_SRR14722300_metabat2_bin.4.fa,97.25820031152747
public_SRR14722169_metabat2_bin.6.fa,94.36020425004479
public_SRR14722038_metabat2_bin.1.fa,95.16513418331621
public_SRR12240174_metabat2_bin.2.fa,90.45217927485075
public_SRR12240175_concoct_merged.0.fa,97.0756020434852
public_SRR12240177_metabat2_bin.4.fa,97.26836817818085
public_SRR12240178_metabat2_bin.6.fa,97.48351777549247
public_SRR12240179_concoct_bin.1.fa,95.70020044951
public_SRR12240180_concoct_bin.4.fa,84.9181547101193
public_SRR12240187_metabat2_bin.8.fa,96.02136685312227
public_SRR12240188_concoct_bin.1.fa,96.43827056631206
public_SRR13126796_metabat2_bin.1.fa,85.52868171176348
public_SRR13167197_metabat2_bin.1.fa,96.83003185736376
public_SRR14722127_concoct_bin.0.fa,89.01192193565157
public_SRR13125985_concoct_bin.8.fa,89.68231737154096
public_SRR13126647_concoct_merged.0.fa,84.58416765763064
public_SRR13126828_metabat2_bin.1.fa,94.91019949448301
public_SRR13126859_metabat2_bin.7.fa,97.09494174466774
public_SRR14721992_concoct_merged.0.fa,72.90661134435602
public_SRR14722106_metabat2_bin.2.fa,95.31932874666097
public_SRR14722004_metabat2_bin.1.fa,93.60128858046026
public_SRR14722006_metabat2_bin.2.fa,93.6039772154654
public_SRR14721927_metabat2_bin.2.fa,95.51235836370024
private_T1914_metabat2_bin.5.fa,97.32646835910158
public_SRR14722015_metabat2_bin.2.fa,60.12703616044776
public_SRR14722197_metabat2_bin.3.fa,89.54997287943718
public_SRR14722161_metabat2_bin.6.fa,95.4499883618163
public_SRR1531545_concoct_bin.10.fa,96.19093157334889
public_SRR14722145_metabat2_bin.10.fa,88.22605704245348
public_SRR14721954_metabat2_bin.3.fa,81.77255809751095
public_SRR14722288_metabat2_bin.3.fa,96.74395875885148
public_SRR1531517_concoct_bin.16.fa,100.42224237048801
public_SRR14722279_metabat2_bin.4.fa,96.70939874302302
public_SRR14721973_metabat2_bin.2.fa,77.36094773683392
public_SRR14721926_metabat2_bin.3.fa,93.39634534739032
public_SRR14721929_metabat2_bin.13.fa,94.53959230207592
public_SRR13685158_concoct_merged.0.fa,89.71836214714901
public_SRR14722311_concoct_merged.0.fa,88.59104237055999
public_SRR14722037_metabat2_bin.2.fa,92.20009311895818
public_SRR14722280_metabat2_bin.4.fa,97.19920710740061
public_SRR14722281_metabat2_bin.1.fa,95.28507747248356
public_SRR14722222_metabat2_bin.6.fa,96.30001079518479
public_SRR14722312_concoct_bin.10.fa,93.65112159162466
public_SRR14722318_metabat2_bin.2.fa,93.97795875325504
public_SRR14721986_metabat2_bin.4.fa,91.72998723126524
public_SRR14721990_metabat2_bin.6.fa,94.83301013960228
public_SRR14722092_concoct_merged.0.fa,84.43273506649082
public_SRR14722181_concoct_bin.9.fa,91.41597885626712
public_SRR14722039_metabat2_bin.7.fa,88.40681310313647
public_SRR14722085_metabat2_bin.6.fa,92.81453031456246
public_SRR14722221_metabat2_bin.2.fa,91.31372725920264
public_SRR14721933_metabat2_bin.1.fa,97.50581052381366
public_SRR14721984_concoct_merged.0.fa,84.78149481998767
public_SRR14722056_metabat2_bin.4.fa,81.08036231380758
public_SRR14722010_metabat2_bin.2.fa,82.31445798922692
public_SRR14722067_metabat2_bin.8.fa,78.24095962121812
public_SRR14722136_concoct_merged.0.fa,85.70603862848473
public_SRR14722330_concoct_merged.0.fa,83.8494121193387
public_SRR14721949_concoct_bin.4.fa,89.37856424584736
public_SRR14722083_concoct_bin.22.fa,88.1493663511989
public_SRR14722105_concoct_merged.0.fa,87.31622741641068
public_SRR14722278_concoct_bin.6.fa,91.74688221638219
public_SRR14722024_concoct_bin.3.fa,87.59579216967994
public_SRR12240183_metabat2_bin.10.fa,101.12775795649922
public_SRR1532736_concoct_bin.13.fa,78.47131083576159
public_SRR14721942_metabat2_bin.2.fa,96.66031206009362
public_SRR14722128_metabat2_bin.9.fa,95.25525541908365
private_T1889_concoct_bin.16.fa,88.62518986250493
public_SRR14722135_metabat2_bin.5.fa,79.86190529754906
public_SRR14722152_metabat2_bin.2.fa,66.8276413189991
public_SRR14722067_metabat2_bin.1.fa,65.7013040062208
public_SRR14722188_concoct_bin.30.fa,100.22963575590306
private_T1867_metabat2_bin.4.fa,79.15082039933091
private_T1894_concoct_bin.66.fa,79.28091477230464
public_SRR14722042_metabat2_bin.4.fa,56.171883000066956
public_SRR11456919_concoct_bin.22.fa,88.93686667554819
public_SRR13685159_concoct_merged.0.fa,99.02772624644163
public_SRR11456915_concoct_bin.5.fa,71.90098863161805
public_ERR4179390_concoct_bin.45.fa,88.46569693756784
public_SRR14722177_metabat2_bin.9.fa,66.82393884728998
public_SRR14721929_concoct_bin.20.fa,62.50404897316263
public_SRR14722116_metabat2_bin.5.fa,64.53824162791683
public_SRR14722120_metabat2_bin.4.fa,52.09034901484882
private_T1882_metabat2_merged.0.fa,68.79420287008787
private_X11_concoct_bin.15.fa,70.21188379164839
private_T1912_concoct_bin.0.fa,62.32161172574322
private_X10_concoct_bin.7.fa,67.0470243251299
public_SRR7232212_concoct_bin.0.fa,68.58590919080584
public_SRR7232213_concoct_bin.0.fa,70.63020202736497
public_SRR7232214_concoct_bin.9.fa,67.61282965490082
public_ERR4179390_concoct_bin.75.fa,99.5190686359158
private_T1881_metabat2_bin.1.fa,53.34768394728479
private_TS1974_concoct_bin.29.fa,76.28604237751469
private_GTX0161_concoct_bin.0.fa,77.12096183380548
private_X1_metabat2_bin.11.fa,74.5032965218417
private_X7_metabat2_bin.4.fa,74.50257771040435
private_T1889_concoct_merged.0.fa,71.51664345963863
private_T1904_concoct_bin.38.fa,79.54428384305095
private_T1914_concoct_bin.18.fa,77.82092717109941
private_VT38_concoct_bin.4.fa,72.51279682109927
public_SRR13125762_concoct_merged.0.fa,59.83760414305494
public_SRR5808932_metabat2_bin.2.fa,72.08235999222045
public_SRR7232211_concoct_bin.8.fa,75.90351617981605
public_SRR2387885_metabat2_bin.2.fa,89.56859586828757
private_X2_concoct_bin.1.fa,70.25262805813149
public_SRR13125477_metabat2_bin.13.fa,63.651708722601086
private_GTX0163_concoct_bin.46.fa,68.18875785239938
public_SRR1532736_concoct_bin.20.fa,50.841599386984306
public_SRR14722143_metabat2_bin.4.fa,93.39077927475786
public_SRR7232212_concoct_bin.12.fa,96.67040046129777
